team,season,name,gameId,opposingTeam,home_or_away,situation,penaltiesFor,penaltiesAgainst,delta,total
CBJ,2014,CBJ,2014021223,NYI,AWAY,all,7,7,0,14
NYI,2014,NYI,2014021223,CBJ,HOME,all,7,7,0,14
DET,2014,DET,2014021224,CAR,AWAY,all,2,1,1,3
CAR,2014,CAR,2014021224,DET,HOME,all,1,2,1,3
BOS,2014,BOS,2014021225,T.B,AWAY,all,2,3,1,5
T.B,2014,T.B,2014021225,BOS,HOME,all,3,2,1,5
MIN,2014,MIN,2014021226,STL,AWAY,all,3,5,2,8
STL,2014,STL,2014021226,MIN,HOME,all,5,3,2,8
NSH,2014,NSH,2014021227,DAL,AWAY,all,3,2,1,5
DAL,2014,DAL,2014021227,NSH,HOME,all,2,3,1,5
CHI,2014,CHI,2014021228,COL,AWAY,all,3,1,2,4
COL,2014,COL,2014021228,CHI,HOME,all,1,3,2,4
ARI,2014,ARI,2014021229,ANA,HOME,all,4,4,0,8
ANA,2014,ANA,2014021229,ARI,AWAY,all,4,4,0,8
EDM,2014,EDM,2014021230,VAN,AWAY,all,3,1,2,4
VAN,2014,VAN,2014021230,EDM,HOME,all,1,3,2,4
MTL,2014,MTL,2014030111,OTT,HOME,all,5,5,0,10
OTT,2014,OTT,2014030111,MTL,AWAY,all,5,5,0,10
OTT,2014,OTT,2014030112,MTL,AWAY,all,6,3,3,9
MTL,2014,MTL,2014030112,OTT,HOME,all,3,6,3,9
MTL,2014,MTL,2014030113,OTT,AWAY,all,3,7,4,10
OTT,2014,OTT,2014030113,MTL,HOME,all,7,3,4,10
OTT,2014,OTT,2014030114,MTL,HOME,all,2,2,0,4
MTL,2014,MTL,2014030114,OTT,AWAY,all,2,2,0,4
OTT,2014,OTT,2014030115,MTL,AWAY,all,3,5,2,8
MTL,2014,MTL,2014030115,OTT,HOME,all,5,3,2,8
OTT,2014,OTT,2014030116,MTL,HOME,all,1,4,3,5
MTL,2014,MTL,2014030116,OTT,AWAY,all,4,1,3,5
DET,2014,DET,2014030121,T.B,AWAY,all,6,4,2,10
T.B,2014,T.B,2014030121,DET,HOME,all,4,6,2,10
DET,2014,DET,2014030122,T.B,AWAY,all,6,6,0,12
T.B,2014,T.B,2014030122,DET,HOME,all,6,6,0,12
T.B,2014,T.B,2014030123,DET,AWAY,all,5,7,2,12
DET,2014,DET,2014030123,T.B,HOME,all,7,5,2,12
T.B,2014,T.B,2014030124,DET,AWAY,all,6,6,0,12
DET,2014,DET,2014030124,T.B,HOME,all,6,6,0,12
DET,2014,DET,2014030125,T.B,AWAY,all,4,4,0,8
T.B,2014,T.B,2014030125,DET,HOME,all,4,4,0,8
DET,2014,DET,2014030126,T.B,HOME,all,6,11,5,17
T.B,2014,T.B,2014030126,DET,AWAY,all,11,6,5,17
DET,2014,DET,2014030127,T.B,AWAY,all,5,4,1,9
T.B,2014,T.B,2014030127,DET,HOME,all,4,5,1,9
PIT,2014,PIT,2014030131,NYR,AWAY,all,5,1,4,6
NYR,2014,NYR,2014030131,PIT,HOME,all,1,5,4,6
NYR,2014,NYR,2014030132,PIT,HOME,all,4,7,3,11
PIT,2014,PIT,2014030132,NYR,AWAY,all,7,4,3,11
PIT,2014,PIT,2014030133,NYR,HOME,all,5,4,1,9
NYR,2014,NYR,2014030133,PIT,AWAY,all,4,5,1,9
PIT,2014,PIT,2014030134,NYR,HOME,all,3,3,0,6
NYR,2014,NYR,2014030134,PIT,AWAY,all,3,3,0,6
NYR,2014,NYR,2014030135,PIT,HOME,all,3,3,0,6
PIT,2014,PIT,2014030135,NYR,AWAY,all,3,3,0,6
WSH,2014,WSH,2014030141,NYI,HOME,all,3,2,1,5
NYI,2014,NYI,2014030141,WSH,AWAY,all,2,3,1,5
WSH,2014,WSH,2014030142,NYI,HOME,all,1,1,0,2
NYI,2014,NYI,2014030142,WSH,AWAY,all,1,1,0,2
NYI,2014,NYI,2014030143,WSH,HOME,all,3,3,0,6
WSH,2014,WSH,2014030143,NYI,AWAY,all,3,3,0,6
NYI,2014,NYI,2014030144,WSH,HOME,all,1,4,3,5
WSH,2014,WSH,2014030144,NYI,AWAY,all,4,1,3,5
NYI,2014,NYI,2014030145,WSH,AWAY,all,4,3,1,7
WSH,2014,WSH,2014030145,NYI,HOME,all,3,4,1,7
WSH,2014,WSH,2014030146,NYI,AWAY,all,3,5,2,8
NYI,2014,NYI,2014030146,WSH,HOME,all,5,3,2,8
WSH,2014,WSH,2014030147,NYI,HOME,all,1,0,1,1
NYI,2014,NYI,2014030147,WSH,AWAY,all,0,1,1,1
MIN,2014,MIN,2014030151,STL,AWAY,all,2,4,2,6
STL,2014,STL,2014030151,MIN,HOME,all,4,2,2,6
MIN,2014,MIN,2014030152,STL,AWAY,all,3,1,2,4
STL,2014,STL,2014030152,MIN,HOME,all,1,3,2,4
MIN,2014,MIN,2014030153,STL,HOME,all,0,3,3,3
STL,2014,STL,2014030153,MIN,AWAY,all,3,0,3,3
MIN,2014,MIN,2014030154,STL,HOME,all,2,1,1,3
STL,2014,STL,2014030154,MIN,AWAY,all,1,2,1,3
MIN,2014,MIN,2014030155,STL,AWAY,all,3,3,0,6
STL,2014,STL,2014030155,MIN,HOME,all,3,3,0,6
STL,2014,STL,2014030156,MIN,AWAY,all,2,3,1,5
MIN,2014,MIN,2014030156,STL,HOME,all,3,2,1,5
CHI,2014,CHI,2014030161,NSH,AWAY,all,6,6,0,12
NSH,2014,NSH,2014030161,CHI,HOME,all,6,6,0,12
CHI,2014,CHI,2014030162,NSH,AWAY,all,6,4,2,10
NSH,2014,NSH,2014030162,CHI,HOME,all,4,6,2,10
NSH,2014,NSH,2014030163,CHI,AWAY,all,3,3,0,6
CHI,2014,CHI,2014030163,NSH,HOME,all,3,3,0,6
NSH,2014,NSH,2014030164,CHI,AWAY,all,5,4,1,9
CHI,2014,CHI,2014030164,NSH,HOME,all,4,5,1,9
CHI,2014,CHI,2014030165,NSH,AWAY,all,6,4,2,10
NSH,2014,NSH,2014030165,CHI,HOME,all,4,6,2,10
CHI,2014,CHI,2014030166,NSH,HOME,all,3,2,1,5
NSH,2014,NSH,2014030166,CHI,AWAY,all,2,3,1,5
ANA,2014,ANA,2014030171,WPG,HOME,all,3,3,0,6
WPG,2014,WPG,2014030171,ANA,AWAY,all,3,3,0,6
WPG,2014,WPG,2014030172,ANA,AWAY,all,4,4,0,8
ANA,2014,ANA,2014030172,WPG,HOME,all,4,4,0,8
ANA,2014,ANA,2014030173,WPG,AWAY,all,3,4,1,7
WPG,2014,WPG,2014030173,ANA,HOME,all,4,3,1,7
WPG,2014,WPG,2014030174,ANA,HOME,all,1,2,1,3
ANA,2014,ANA,2014030174,WPG,AWAY,all,2,1,1,3
VAN,2014,VAN,2014030181,CGY,HOME,all,1,3,2,4
CGY,2014,CGY,2014030181,VAN,AWAY,all,3,1,2,4
CGY,2014,CGY,2014030182,VAN,AWAY,all,8,6,2,14
VAN,2014,VAN,2014030182,CGY,HOME,all,6,8,2,14
VAN,2014,VAN,2014030183,CGY,AWAY,all,10,7,3,17
CGY,2014,CGY,2014030183,VAN,HOME,all,7,10,3,17
CGY,2014,CGY,2014030184,VAN,HOME,all,2,4,2,6
VAN,2014,VAN,2014030184,CGY,AWAY,all,4,2,2,6
VAN,2014,VAN,2014030185,CGY,HOME,all,3,2,1,5
CGY,2014,CGY,2014030185,VAN,AWAY,all,2,3,1,5
VAN,2014,VAN,2014030186,CGY,AWAY,all,3,2,1,5
CGY,2014,CGY,2014030186,VAN,HOME,all,2,3,1,5
MTL,2014,MTL,2014030211,T.B,HOME,all,4,3,1,7
T.B,2014,T.B,2014030211,MTL,AWAY,all,3,4,1,7
MTL,2014,MTL,2014030212,T.B,HOME,all,10,5,5,15
T.B,2014,T.B,2014030212,MTL,AWAY,all,5,10,5,15
T.B,2014,T.B,2014030213,MTL,HOME,all,2,3,1,5
MTL,2014,MTL,2014030213,T.B,AWAY,all,3,2,1,5
MTL,2014,MTL,2014030214,T.B,AWAY,all,4,4,0,8
T.B,2014,T.B,2014030214,MTL,HOME,all,4,4,0,8
T.B,2014,T.B,2014030215,MTL,AWAY,all,6,4,2,10
MTL,2014,MTL,2014030215,T.B,HOME,all,4,6,2,10
MTL,2014,MTL,2014030216,T.B,AWAY,all,2,2,0,4
T.B,2014,T.B,2014030216,MTL,HOME,all,2,2,0,4
WSH,2014,WSH,2014030221,NYR,AWAY,all,3,3,0,6
NYR,2014,NYR,2014030221,WSH,HOME,all,3,3,0,6
NYR,2014,NYR,2014030222,WSH,HOME,all,1,4,3,5
WSH,2014,WSH,2014030222,NYR,AWAY,all,4,1,3,5
NYR,2014,NYR,2014030223,WSH,AWAY,all,2,2,0,4
WSH,2014,WSH,2014030223,NYR,HOME,all,2,2,0,4
WSH,2014,WSH,2014030224,NYR,HOME,all,6,5,1,11
NYR,2014,NYR,2014030224,WSH,AWAY,all,5,6,1,11
NYR,2014,NYR,2014030225,WSH,HOME,all,2,2,0,4
WSH,2014,WSH,2014030225,NYR,AWAY,all,2,2,0,4
WSH,2014,WSH,2014030226,NYR,HOME,all,3,4,1,7
NYR,2014,NYR,2014030226,WSH,AWAY,all,4,3,1,7
WSH,2014,WSH,2014030227,NYR,AWAY,all,4,3,1,7
NYR,2014,NYR,2014030227,WSH,HOME,all,3,4,1,7
CHI,2014,CHI,2014030231,MIN,HOME,all,3,1,2,4
MIN,2014,MIN,2014030231,CHI,AWAY,all,1,3,2,4
CHI,2014,CHI,2014030232,MIN,HOME,all,2,2,0,4
MIN,2014,MIN,2014030232,CHI,AWAY,all,2,2,0,4
CHI,2014,CHI,2014030233,MIN,AWAY,all,2,1,1,3
MIN,2014,MIN,2014030233,CHI,HOME,all,1,2,1,3
MIN,2014,MIN,2014030234,CHI,HOME,all,2,2,0,4
CHI,2014,CHI,2014030234,MIN,AWAY,all,2,2,0,4
CGY,2014,CGY,2014030241,ANA,AWAY,all,5,4,1,9
ANA,2014,ANA,2014030241,CGY,HOME,all,4,5,1,9
CGY,2014,CGY,2014030242,ANA,AWAY,all,5,4,1,9
ANA,2014,ANA,2014030242,CGY,HOME,all,4,5,1,9
ANA,2014,ANA,2014030243,CGY,AWAY,all,7,3,4,10
CGY,2014,CGY,2014030243,ANA,HOME,all,3,7,4,10
ANA,2014,ANA,2014030244,CGY,AWAY,all,3,3,0,6
CGY,2014,CGY,2014030244,ANA,HOME,all,3,3,0,6
CGY,2014,CGY,2014030245,ANA,AWAY,all,6,5,1,11
ANA,2014,ANA,2014030245,CGY,HOME,all,5,6,1,11
T.B,2014,T.B,2014030311,NYR,AWAY,all,1,4,3,5
NYR,2014,NYR,2014030311,T.B,HOME,all,4,1,3,5
T.B,2014,T.B,2014030312,NYR,AWAY,all,6,6,0,12
NYR,2014,NYR,2014030312,T.B,HOME,all,6,6,0,12
NYR,2014,NYR,2014030313,T.B,AWAY,all,3,4,1,7
T.B,2014,T.B,2014030313,NYR,HOME,all,4,3,1,7
T.B,2014,T.B,2014030314,NYR,HOME,all,8,8,0,16
NYR,2014,NYR,2014030314,T.B,AWAY,all,8,8,0,16
NYR,2014,NYR,2014030315,T.B,HOME,all,4,4,0,8
T.B,2014,T.B,2014030315,NYR,AWAY,all,4,4,0,8
T.B,2014,T.B,2014030316,NYR,HOME,all,4,4,0,8
NYR,2014,NYR,2014030316,T.B,AWAY,all,4,4,0,8
NYR,2014,NYR,2014030317,T.B,HOME,all,0,1,1,1
T.B,2014,T.B,2014030317,NYR,AWAY,all,1,0,1,1
ANA,2014,ANA,2014030321,CHI,HOME,all,3,1,2,4
CHI,2014,CHI,2014030321,ANA,AWAY,all,1,3,2,4
CHI,2014,CHI,2014030322,ANA,AWAY,all,4,4,0,8
ANA,2014,ANA,2014030322,CHI,HOME,all,4,4,0,8
CHI,2014,CHI,2014030323,ANA,HOME,all,2,5,3,7
ANA,2014,ANA,2014030323,CHI,AWAY,all,5,2,3,7
ANA,2014,ANA,2014030324,CHI,AWAY,all,5,3,2,8
CHI,2014,CHI,2014030324,ANA,HOME,all,3,5,2,8
ANA,2014,ANA,2014030325,CHI,HOME,all,2,1,1,3
CHI,2014,CHI,2014030325,ANA,AWAY,all,1,2,1,3
CHI,2014,CHI,2014030326,ANA,HOME,all,2,3,1,5
ANA,2014,ANA,2014030326,CHI,AWAY,all,3,2,1,5
ANA,2014,ANA,2014030327,CHI,HOME,all,4,2,2,6
CHI,2014,CHI,2014030327,ANA,AWAY,all,2,4,2,6
T.B,2014,T.B,2014030411,CHI,HOME,all,2,2,0,4
CHI,2014,CHI,2014030411,T.B,AWAY,all,2,2,0,4
CHI,2014,CHI,2014030412,T.B,AWAY,all,3,3,0,6
T.B,2014,T.B,2014030412,CHI,HOME,all,3,3,0,6
T.B,2014,T.B,2014030413,CHI,AWAY,all,3,3,0,6
CHI,2014,CHI,2014030413,T.B,HOME,all,3,3,0,6
T.B,2014,T.B,2014030414,CHI,AWAY,all,3,4,1,7
CHI,2014,CHI,2014030414,T.B,HOME,all,4,3,1,7
T.B,2014,T.B,2014030415,CHI,HOME,all,1,1,0,2
CHI,2014,CHI,2014030415,T.B,AWAY,all,1,1,0,2
T.B,2014,T.B,2014030416,CHI,AWAY,all,3,1,2,4
CHI,2014,CHI,2014030416,T.B,HOME,all,1,3,2,4
MTL,2015,MTL,2015020001,TOR,AWAY,all,4,2,2,6
TOR,2015,TOR,2015020001,MTL,HOME,all,2,4,2,6
CHI,2015,CHI,2015020002,NYR,HOME,all,1,2,1,3
NYR,2015,NYR,2015020002,CHI,AWAY,all,2,1,1,3
CGY,2015,CGY,2015020003,VAN,HOME,all,6,5,1,11
VAN,2015,VAN,2015020003,CGY,AWAY,all,5,6,1,11
S.J,2015,S.J,2015020004,L.A,AWAY,all,9,11,2,20
L.A,2015,L.A,2015020004,S.J,HOME,all,11,9,2,20
BOS,2015,BOS,2015020005,WPG,HOME,all,1,3,2,4
WPG,2015,WPG,2015020005,BOS,AWAY,all,3,1,2,4
OTT,2015,OTT,2015020006,BUF,AWAY,all,3,0,3,3
BUF,2015,BUF,2015020006,OTT,HOME,all,0,3,3,3
T.B,2015,T.B,2015020007,PHI,HOME,all,5,3,2,8
PHI,2015,PHI,2015020007,T.B,AWAY,all,3,5,2,8
EDM,2015,EDM,2015020008,STL,AWAY,all,5,5,0,10
STL,2015,STL,2015020008,EDM,HOME,all,5,5,0,10
CAR,2015,CAR,2015020009,NSH,AWAY,all,3,3,0,6
NSH,2015,NSH,2015020009,CAR,HOME,all,3,3,0,6
PIT,2015,PIT,2015020010,DAL,AWAY,all,5,3,2,8
DAL,2015,DAL,2015020010,PIT,HOME,all,3,5,2,8
MIN,2015,MIN,2015020011,COL,AWAY,all,3,3,0,6
COL,2015,COL,2015020011,MIN,HOME,all,3,3,0,6
WPG,2015,WPG,2015020012,N.J,AWAY,all,4,4,0,8
N.J,2015,N.J,2015020012,WPG,HOME,all,4,4,0,8
CBJ,2015,CBJ,2015020013,NYR,HOME,all,3,6,3,9
NYR,2015,NYR,2015020013,CBJ,AWAY,all,6,3,3,9
DET,2015,DET,2015020014,TOR,HOME,all,3,5,2,8
TOR,2015,TOR,2015020014,DET,AWAY,all,5,3,2,8
NYI,2015,NYI,2015020015,CHI,HOME,all,3,1,2,4
CHI,2015,CHI,2015020015,NYI,AWAY,all,1,3,2,4
L.A,2015,L.A,2015020016,ARI,HOME,all,4,5,1,9
ARI,2015,ARI,2015020016,L.A,AWAY,all,5,4,1,9
T.B,2015,T.B,2015020017,BUF,AWAY,all,2,2,0,4
BUF,2015,BUF,2015020017,T.B,HOME,all,2,2,0,4
BOS,2015,BOS,2015020018,MTL,HOME,all,7,4,3,11
MTL,2015,MTL,2015020018,BOS,AWAY,all,4,7,3,11
TOR,2015,TOR,2015020019,OTT,HOME,all,7,5,2,12
OTT,2015,OTT,2015020019,TOR,AWAY,all,5,7,2,12
PHI,2015,PHI,2015020020,FLA,AWAY,all,9,7,2,16
FLA,2015,FLA,2015020020,PHI,HOME,all,7,9,2,16
NYR,2015,NYR,2015020021,CBJ,HOME,all,6,4,2,10
CBJ,2015,CBJ,2015020021,NYR,AWAY,all,4,6,2,10
N.J,2015,N.J,2015020022,WSH,AWAY,all,6,4,2,10
WSH,2015,WSH,2015020022,N.J,HOME,all,4,6,2,10
DET,2015,DET,2015020023,CAR,AWAY,all,6,2,4,8
CAR,2015,CAR,2015020023,DET,HOME,all,2,6,4,8
EDM,2015,EDM,2015020024,NSH,AWAY,all,2,5,3,7
NSH,2015,NSH,2015020024,EDM,HOME,all,5,2,3,7
STL,2015,STL,2015020025,MIN,AWAY,all,5,4,1,9
MIN,2015,MIN,2015020025,STL,HOME,all,4,5,1,9
CHI,2015,CHI,2015020026,NYI,HOME,all,2,7,5,9
NYI,2015,NYI,2015020026,CHI,AWAY,all,7,2,5,9
DAL,2015,DAL,2015020027,COL,AWAY,all,5,6,1,11
COL,2015,COL,2015020027,DAL,HOME,all,6,5,1,11
CGY,2015,CGY,2015020028,VAN,AWAY,all,6,4,2,10
VAN,2015,VAN,2015020028,CGY,HOME,all,4,6,2,10
ARI,2015,ARI,2015020029,PIT,HOME,all,7,6,1,13
PIT,2015,PIT,2015020029,ARI,AWAY,all,6,7,1,13
S.J,2015,S.J,2015020030,ANA,HOME,all,1,1,0,2
ANA,2015,ANA,2015020030,S.J,AWAY,all,1,1,0,2
OTT,2015,OTT,2015020031,MTL,HOME,all,9,6,3,15
MTL,2015,MTL,2015020031,OTT,AWAY,all,6,9,3,15
T.B,2015,T.B,2015020032,BOS,AWAY,all,4,4,0,8
BOS,2015,BOS,2015020032,T.B,HOME,all,4,4,0,8
WPG,2015,WPG,2015020033,NYI,AWAY,all,9,5,4,14
NYI,2015,NYI,2015020033,WPG,HOME,all,5,9,4,14
BUF,2015,BUF,2015020034,CBJ,HOME,all,4,8,4,12
CBJ,2015,CBJ,2015020034,BUF,AWAY,all,8,4,4,12
PHI,2015,PHI,2015020035,FLA,HOME,all,8,6,2,14
FLA,2015,FLA,2015020035,PHI,AWAY,all,6,8,2,14
ANA,2015,ANA,2015020036,VAN,HOME,all,3,3,0,6
VAN,2015,VAN,2015020036,ANA,AWAY,all,3,3,0,6
N.J,2015,N.J,2015020037,NSH,HOME,all,2,2,0,4
NSH,2015,NSH,2015020037,N.J,AWAY,all,2,2,0,4
NYR,2015,NYR,2015020038,WPG,HOME,all,6,6,0,12
WPG,2015,WPG,2015020038,NYR,AWAY,all,6,6,0,12
MTL,2015,MTL,2015020039,PIT,AWAY,all,2,1,1,3
PIT,2015,PIT,2015020039,MTL,HOME,all,1,2,1,3
S.J,2015,S.J,2015020040,WSH,AWAY,all,4,5,1,9
WSH,2015,WSH,2015020040,S.J,HOME,all,5,4,1,9
FLA,2015,FLA,2015020041,CAR,AWAY,all,4,2,2,6
CAR,2015,CAR,2015020041,FLA,HOME,all,2,4,2,6
DET,2015,DET,2015020042,T.B,HOME,all,3,3,0,6
T.B,2015,T.B,2015020042,DET,AWAY,all,3,3,0,6
EDM,2015,EDM,2015020043,DAL,AWAY,all,5,2,3,7
DAL,2015,DAL,2015020043,EDM,HOME,all,2,5,3,7
CGY,2015,CGY,2015020044,STL,HOME,all,1,4,3,5
STL,2015,STL,2015020044,CGY,AWAY,all,4,1,3,5
L.A,2015,L.A,2015020045,VAN,HOME,all,5,4,1,9
VAN,2015,VAN,2015020045,L.A,AWAY,all,4,5,1,9
CBJ,2015,CBJ,2015020046,OTT,HOME,all,4,6,2,10
OTT,2015,OTT,2015020046,CBJ,AWAY,all,6,4,2,10
PHI,2015,PHI,2015020047,CHI,HOME,all,5,5,0,10
CHI,2015,CHI,2015020047,PHI,AWAY,all,5,5,0,10
COL,2015,COL,2015020048,BOS,HOME,all,2,3,1,5
BOS,2015,BOS,2015020048,COL,AWAY,all,3,2,1,5
ARI,2015,ARI,2015020049,ANA,AWAY,all,4,7,3,11
ANA,2015,ANA,2015020049,ARI,HOME,all,7,4,3,11
NSH,2015,NSH,2015020050,NYI,AWAY,all,3,3,0,6
NYI,2015,NYI,2015020050,NSH,HOME,all,3,3,0,6
OTT,2015,OTT,2015020051,PIT,AWAY,all,4,4,0,8
PIT,2015,PIT,2015020051,OTT,HOME,all,4,4,0,8
CHI,2015,CHI,2015020052,WSH,AWAY,all,2,1,1,3
WSH,2015,WSH,2015020052,CHI,HOME,all,1,2,1,3
MTL,2015,MTL,2015020053,NYR,HOME,all,6,6,0,12
NYR,2015,NYR,2015020053,MTL,AWAY,all,6,6,0,12
T.B,2015,T.B,2015020054,DAL,HOME,all,3,3,0,6
DAL,2015,DAL,2015020054,T.B,AWAY,all,3,3,0,6
BUF,2015,BUF,2015020055,FLA,AWAY,all,5,6,1,11
FLA,2015,FLA,2015020055,BUF,HOME,all,6,5,1,11
STL,2015,STL,2015020056,EDM,AWAY,all,5,4,1,9
EDM,2015,EDM,2015020056,STL,HOME,all,4,5,1,9
ARI,2015,ARI,2015020057,MIN,HOME,all,7,8,1,15
MIN,2015,MIN,2015020057,ARI,AWAY,all,8,7,1,15
S.J,2015,S.J,2015020058,N.J,AWAY,all,6,3,3,9
N.J,2015,N.J,2015020058,S.J,HOME,all,3,6,3,9
TOR,2015,TOR,2015020059,CBJ,AWAY,all,5,2,3,7
CBJ,2015,CBJ,2015020059,TOR,HOME,all,2,5,3,7
CAR,2015,CAR,2015020060,DET,AWAY,all,2,3,1,5
DET,2015,DET,2015020060,CAR,HOME,all,3,2,1,5
WPG,2015,WPG,2015020061,CGY,HOME,all,2,3,1,5
CGY,2015,CGY,2015020061,WPG,AWAY,all,3,2,1,5
STL,2015,STL,2015020062,VAN,AWAY,all,5,5,0,10
VAN,2015,VAN,2015020062,STL,HOME,all,5,5,0,10
COL,2015,COL,2015020063,ANA,AWAY,all,7,4,3,11
ANA,2015,ANA,2015020063,COL,HOME,all,4,7,3,11
MIN,2015,MIN,2015020064,L.A,AWAY,all,4,5,1,9
L.A,2015,L.A,2015020064,MIN,HOME,all,5,4,1,9
MTL,2015,MTL,2015020065,DET,HOME,all,3,5,2,8
DET,2015,DET,2015020065,MTL,AWAY,all,5,3,2,8
OTT,2015,OTT,2015020066,NSH,HOME,all,11,6,5,17
NSH,2015,NSH,2015020066,OTT,AWAY,all,6,11,5,17
BUF,2015,BUF,2015020067,T.B,AWAY,all,4,3,1,7
T.B,2015,T.B,2015020067,BUF,HOME,all,3,4,1,7
DAL,2015,DAL,2015020068,FLA,AWAY,all,2,3,1,5
FLA,2015,FLA,2015020068,DAL,HOME,all,3,2,1,5
TOR,2015,TOR,2015020069,PIT,AWAY,all,5,5,0,10
PIT,2015,PIT,2015020069,TOR,HOME,all,5,5,0,10
CAR,2015,CAR,2015020070,WSH,AWAY,all,3,5,2,8
WSH,2015,WSH,2015020070,CAR,HOME,all,5,3,2,8
S.J,2015,S.J,2015020071,NYI,AWAY,all,4,1,3,5
NYI,2015,NYI,2015020071,S.J,HOME,all,1,4,3,5
CHI,2015,CHI,2015020072,CBJ,HOME,all,5,8,3,13
CBJ,2015,CBJ,2015020072,CHI,AWAY,all,8,5,3,13
CGY,2015,CGY,2015020073,EDM,HOME,all,5,5,0,10
EDM,2015,EDM,2015020073,CGY,AWAY,all,5,5,0,10
ARI,2015,ARI,2015020074,BOS,HOME,all,7,5,2,12
BOS,2015,BOS,2015020074,ARI,AWAY,all,5,7,2,12
NYR,2015,NYR,2015020075,N.J,HOME,all,4,3,1,7
N.J,2015,N.J,2015020075,NYR,AWAY,all,3,4,1,7
STL,2015,STL,2015020076,WPG,AWAY,all,10,8,2,18
WPG,2015,WPG,2015020076,STL,HOME,all,8,10,2,18
MIN,2015,MIN,2015020077,ANA,AWAY,all,2,1,1,3
ANA,2015,ANA,2015020077,MIN,HOME,all,1,2,1,3
EDM,2015,EDM,2015020078,VAN,AWAY,all,2,2,0,4
VAN,2015,VAN,2015020078,EDM,HOME,all,2,2,0,4
L.A,2015,L.A,2015020079,COL,HOME,all,8,6,2,14
COL,2015,COL,2015020079,L.A,AWAY,all,6,8,2,14
S.J,2015,S.J,2015020080,NYR,AWAY,all,1,2,1,3
NYR,2015,NYR,2015020080,S.J,HOME,all,2,1,1,3
N.J,2015,N.J,2015020081,ARI,HOME,all,6,3,3,9
ARI,2015,ARI,2015020081,N.J,AWAY,all,3,6,3,9
PHI,2015,PHI,2015020082,DAL,HOME,all,5,6,1,11
DAL,2015,DAL,2015020082,PHI,AWAY,all,6,5,1,11
FLA,2015,FLA,2015020083,PIT,AWAY,all,3,2,1,5
PIT,2015,PIT,2015020083,FLA,HOME,all,2,3,1,5
NYI,2015,NYI,2015020084,CBJ,AWAY,all,9,4,5,13
CBJ,2015,CBJ,2015020084,NYI,HOME,all,4,9,5,13
STL,2015,STL,2015020085,MTL,AWAY,all,3,4,1,7
MTL,2015,MTL,2015020085,STL,HOME,all,4,3,1,7
T.B,2015,T.B,2015020086,NSH,AWAY,all,3,2,1,5
NSH,2015,NSH,2015020086,T.B,HOME,all,2,3,1,5
WSH,2015,WSH,2015020087,CGY,AWAY,all,2,3,1,5
CGY,2015,CGY,2015020087,WSH,HOME,all,3,2,1,5
BUF,2015,BUF,2015020088,TOR,HOME,all,1,4,3,5
TOR,2015,TOR,2015020088,BUF,AWAY,all,4,1,3,5
BOS,2015,BOS,2015020089,PHI,HOME,all,3,3,0,6
PHI,2015,PHI,2015020089,BOS,AWAY,all,3,3,0,6
DET,2015,DET,2015020090,EDM,AWAY,all,2,5,3,7
EDM,2015,EDM,2015020090,DET,HOME,all,5,2,3,7
CAR,2015,CAR,2015020091,COL,AWAY,all,4,5,1,9
COL,2015,COL,2015020091,CAR,HOME,all,5,4,1,9
ARI,2015,ARI,2015020092,NYR,AWAY,all,3,3,0,6
NYR,2015,NYR,2015020092,ARI,HOME,all,3,3,0,6
DAL,2015,DAL,2015020093,PIT,AWAY,all,5,3,2,8
PIT,2015,PIT,2015020093,DAL,HOME,all,3,5,2,8
OTT,2015,OTT,2015020094,N.J,HOME,all,6,6,0,12
N.J,2015,N.J,2015020094,OTT,AWAY,all,6,6,0,12
ANA,2015,ANA,2015020095,NSH,AWAY,all,5,5,0,10
NSH,2015,NSH,2015020095,ANA,HOME,all,5,5,0,10
CBJ,2015,CBJ,2015020096,MIN,AWAY,all,2,2,0,4
MIN,2015,MIN,2015020096,CBJ,HOME,all,2,2,0,4
FLA,2015,FLA,2015020097,CHI,AWAY,all,8,3,5,11
CHI,2015,CHI,2015020097,FLA,HOME,all,3,8,5,11
VAN,2015,VAN,2015020098,WSH,HOME,all,2,3,1,5
WSH,2015,WSH,2015020098,VAN,AWAY,all,3,2,1,5
S.J,2015,S.J,2015020099,L.A,HOME,all,4,6,2,10
L.A,2015,L.A,2015020099,S.J,AWAY,all,6,4,2,10
BUF,2015,BUF,2015020100,MTL,HOME,all,3,4,1,7
MTL,2015,MTL,2015020100,BUF,AWAY,all,4,3,1,7
NYI,2015,NYI,2015020101,BOS,HOME,all,3,3,0,6
BOS,2015,BOS,2015020101,NYI,AWAY,all,3,3,0,6
T.B,2015,T.B,2015020102,WPG,AWAY,all,3,4,1,7
WPG,2015,WPG,2015020102,T.B,HOME,all,4,3,1,7
DET,2015,DET,2015020103,CGY,AWAY,all,5,6,1,11
CGY,2015,CGY,2015020103,DET,HOME,all,6,5,1,11
WSH,2015,WSH,2015020104,EDM,AWAY,all,6,4,2,10
EDM,2015,EDM,2015020104,WSH,HOME,all,4,6,2,10
CAR,2015,CAR,2015020105,L.A,AWAY,all,3,5,2,8
L.A,2015,L.A,2015020105,CAR,HOME,all,5,3,2,8
MIN,2015,MIN,2015020106,ANA,HOME,all,1,4,3,5
ANA,2015,ANA,2015020106,MIN,AWAY,all,4,1,3,5
