team,season,name,gameId,opposingTeam,home_or_away,situation,penaltiesFor,penaltiesAgainst,delta,total
BOS,2009,BOS,2009020723,OTT,HOME,all,6,2,4,8
OTT,2009,OTT,2009020723,BOS,AWAY,all,2,6,4,8
NYI,2009,NYI,2009020724,N.J,HOME,all,2,4,2,6
N.J,2009,N.J,2009020724,NYI,AWAY,all,4,2,2,6
T.B,2009,T.B,2009020725,CAR,AWAY,all,4,2,2,6
CAR,2009,CAR,2009020725,T.B,HOME,all,2,4,2,6
CBJ,2009,CBJ,2009020726,STL,HOME,all,4,4,0,8
STL,2009,STL,2009020726,CBJ,AWAY,all,4,4,0,8
BUF,2009,BUF,2009020727,ARI,AWAY,all,4,4,0,8
ARI,2009,ARI,2009020727,BUF,HOME,all,4,4,0,8
ATL,2009,ATL,2009020728,FLA,AWAY,all,4,3,1,7
FLA,2009,FLA,2009020728,ATL,HOME,all,3,4,1,7
NSH,2009,NSH,2009020729,TOR,HOME,all,3,1,2,4
TOR,2009,TOR,2009020729,NSH,AWAY,all,1,3,2,4
DAL,2009,DAL,2009020730,MIN,HOME,all,4,5,1,9
MIN,2009,MIN,2009020730,DAL,AWAY,all,5,4,1,9
EDM,2009,EDM,2009020731,COL,AWAY,all,7,6,1,13
COL,2009,COL,2009020731,EDM,HOME,all,6,7,1,13
S.J,2009,S.J,2009020732,CGY,HOME,all,5,6,1,11
CGY,2009,CGY,2009020732,S.J,AWAY,all,6,5,1,11
NYR,2009,NYR,2009020733,T.B,HOME,all,8,7,1,15
T.B,2009,T.B,2009020733,NYR,AWAY,all,7,8,1,15
PHI,2009,PHI,2009020734,CBJ,HOME,all,4,5,1,9
CBJ,2009,CBJ,2009020734,PHI,AWAY,all,5,4,1,9
WSH,2009,WSH,2009020735,DET,HOME,all,5,4,1,9
DET,2009,DET,2009020735,WSH,AWAY,all,4,5,1,9
TOR,2009,TOR,2009020736,ATL,AWAY,all,8,6,2,14
ATL,2009,ATL,2009020736,TOR,HOME,all,6,8,2,14
CHI,2009,CHI,2009020737,OTT,AWAY,all,6,5,1,11
OTT,2009,OTT,2009020737,CHI,HOME,all,5,6,1,11
PIT,2009,PIT,2009020738,NYI,HOME,all,4,7,3,11
NYI,2009,NYI,2009020738,PIT,AWAY,all,7,4,3,11
ANA,2009,ANA,2009020739,BUF,HOME,all,5,4,1,9
BUF,2009,BUF,2009020739,ANA,AWAY,all,4,5,1,9
L.A,2009,L.A,2009020740,S.J,HOME,all,7,7,0,14
S.J,2009,S.J,2009020740,L.A,AWAY,all,7,7,0,14
N.J,2009,N.J,2009020741,FLA,HOME,all,3,2,1,5
FLA,2009,FLA,2009020741,N.J,AWAY,all,2,3,1,5
STL,2009,STL,2009020742,MTL,AWAY,all,6,6,0,12
MTL,2009,MTL,2009020742,STL,HOME,all,6,6,0,12
EDM,2009,EDM,2009020743,VAN,HOME,all,6,5,1,11
VAN,2009,VAN,2009020743,EDM,AWAY,all,5,6,1,11
BOS,2009,BOS,2009020744,CBJ,HOME,all,4,4,0,8
CBJ,2009,CBJ,2009020744,BOS,AWAY,all,4,4,0,8
OTT,2009,OTT,2009020745,STL,HOME,all,4,6,2,10
STL,2009,STL,2009020745,OTT,AWAY,all,6,4,2,10
FLA,2009,FLA,2009020746,NYI,AWAY,all,1,3,2,4
NYI,2009,NYI,2009020746,FLA,HOME,all,3,1,2,4
PHI,2009,PHI,2009020747,NYR,HOME,all,7,8,1,15
NYR,2009,NYR,2009020747,PHI,AWAY,all,8,7,1,15
CAR,2009,CAR,2009020748,ATL,AWAY,all,7,5,2,12
ATL,2009,ATL,2009020748,CAR,HOME,all,5,7,2,12
T.B,2009,T.B,2009020749,TOR,HOME,all,10,10,0,20
TOR,2009,TOR,2009020749,T.B,AWAY,all,10,10,0,20
PIT,2009,PIT,2009020750,WSH,HOME,all,2,4,2,6
WSH,2009,WSH,2009020750,PIT,AWAY,all,4,2,2,6
DET,2009,DET,2009020751,MIN,AWAY,all,1,3,2,4
MIN,2009,MIN,2009020751,DET,HOME,all,3,1,2,4
NSH,2009,NSH,2009020752,ARI,AWAY,all,0,2,2,2
ARI,2009,ARI,2009020752,NSH,HOME,all,2,0,2,2
CHI,2009,CHI,2009020753,CGY,AWAY,all,2,3,1,5
CGY,2009,CGY,2009020753,CHI,HOME,all,3,2,1,5
DAL,2009,DAL,2009020754,VAN,AWAY,all,4,3,1,7
VAN,2009,VAN,2009020754,DAL,HOME,all,3,4,1,7
L.A,2009,L.A,2009020755,BUF,HOME,all,3,3,0,6
BUF,2009,BUF,2009020755,L.A,AWAY,all,3,3,0,6
ANA,2009,ANA,2009020756,S.J,AWAY,all,7,7,0,14
S.J,2009,S.J,2009020756,ANA,HOME,all,7,7,0,14
MTL,2009,MTL,2009020757,N.J,AWAY,all,4,4,0,8
N.J,2009,N.J,2009020757,MTL,HOME,all,4,4,0,8
COL,2009,COL,2009020758,NSH,HOME,all,8,10,2,18
NSH,2009,NSH,2009020758,COL,AWAY,all,10,8,2,18
EDM,2009,EDM,2009020759,DAL,HOME,all,5,5,0,10
DAL,2009,DAL,2009020759,EDM,AWAY,all,5,5,0,10
OTT,2009,OTT,2009020760,BOS,AWAY,all,1,1,0,2
BOS,2009,BOS,2009020760,OTT,HOME,all,1,1,0,2
PHI,2009,PHI,2009020761,CAR,HOME,all,8,6,2,14
CAR,2009,CAR,2009020761,PHI,AWAY,all,6,8,2,14
MTL,2009,MTL,2009020762,NYR,HOME,all,5,8,3,13
NYR,2009,NYR,2009020762,MTL,AWAY,all,8,5,3,13
N.J,2009,N.J,2009020763,NYI,AWAY,all,4,1,3,5
NYI,2009,NYI,2009020763,N.J,HOME,all,1,4,3,5
WSH,2009,WSH,2009020764,ARI,HOME,all,6,8,2,14
ARI,2009,ARI,2009020764,WSH,AWAY,all,8,6,2,14
TOR,2009,TOR,2009020765,FLA,AWAY,all,3,4,1,7
FLA,2009,FLA,2009020765,TOR,HOME,all,4,3,1,7
DET,2009,DET,2009020766,L.A,HOME,all,3,3,0,6
L.A,2009,L.A,2009020766,DET,AWAY,all,3,3,0,6
ATL,2009,ATL,2009020767,T.B,AWAY,all,8,10,2,18
T.B,2009,T.B,2009020767,ATL,HOME,all,10,8,2,18
STL,2009,STL,2009020768,ANA,HOME,all,4,2,2,6
ANA,2009,ANA,2009020768,STL,AWAY,all,2,4,2,6
MIN,2009,MIN,2009020769,CBJ,HOME,all,5,8,3,13
CBJ,2009,CBJ,2009020769,MIN,AWAY,all,8,5,3,13
VAN,2009,VAN,2009020770,CHI,HOME,all,7,3,4,10
CHI,2009,CHI,2009020770,VAN,AWAY,all,3,7,4,10
S.J,2009,S.J,2009020771,BUF,HOME,all,5,6,1,11
BUF,2009,BUF,2009020771,S.J,AWAY,all,6,5,1,11
PHI,2009,PHI,2009020772,PIT,HOME,all,10,13,3,23
PIT,2009,PIT,2009020772,PHI,AWAY,all,13,10,3,23
CAR,2009,CAR,2009020773,BOS,HOME,all,4,4,0,8
BOS,2009,BOS,2009020773,CAR,AWAY,all,4,4,0,8
DAL,2009,DAL,2009020774,COL,AWAY,all,6,3,3,9
COL,2009,COL,2009020774,DAL,HOME,all,3,6,3,9
PIT,2009,PIT,2009020775,NYR,AWAY,all,3,2,1,5
NYR,2009,NYR,2009020775,PIT,HOME,all,2,3,1,5
CGY,2009,CGY,2009020776,STL,HOME,all,5,4,1,9
STL,2009,STL,2009020776,CGY,AWAY,all,4,5,1,9
BUF,2009,BUF,2009020777,VAN,AWAY,all,3,1,2,4
VAN,2009,VAN,2009020777,BUF,HOME,all,1,3,2,4
L.A,2009,L.A,2009020778,TOR,AWAY,all,1,2,1,3
TOR,2009,TOR,2009020778,L.A,HOME,all,2,1,1,3
WSH,2009,WSH,2009020779,NYI,AWAY,all,5,2,3,7
NYI,2009,NYI,2009020779,WSH,HOME,all,2,5,3,7
ATL,2009,ATL,2009020780,ANA,HOME,all,5,5,0,10
ANA,2009,ANA,2009020780,ATL,AWAY,all,5,5,0,10
NSH,2009,NSH,2009020781,CBJ,AWAY,all,4,3,1,7
CBJ,2009,CBJ,2009020781,NSH,HOME,all,3,4,1,7
N.J,2009,N.J,2009020782,OTT,AWAY,all,2,0,2,2
OTT,2009,OTT,2009020782,N.J,HOME,all,0,2,2,2
MTL,2009,MTL,2009020783,FLA,AWAY,all,4,2,2,6
FLA,2009,FLA,2009020783,MTL,HOME,all,2,4,2,6
DET,2009,DET,2009020784,ARI,HOME,all,5,3,2,8
ARI,2009,ARI,2009020784,DET,AWAY,all,3,5,2,8
EDM,2009,EDM,2009020785,CHI,HOME,all,2,1,1,3
CHI,2009,CHI,2009020785,EDM,AWAY,all,1,2,1,3
N.J,2009,N.J,2009020786,BUF,AWAY,all,1,1,0,2
BUF,2009,BUF,2009020786,N.J,HOME,all,1,1,0,2
NYR,2009,NYR,2009020787,CAR,HOME,all,4,5,1,9
CAR,2009,CAR,2009020787,NYR,AWAY,all,5,4,1,9
ANA,2009,ANA,2009020788,WSH,AWAY,all,11,8,3,19
WSH,2009,WSH,2009020788,ANA,HOME,all,8,11,3,19
T.B,2009,T.B,2009020789,MTL,HOME,all,6,6,0,12
MTL,2009,MTL,2009020789,T.B,AWAY,all,6,6,0,12
DET,2009,DET,2009020790,MIN,AWAY,all,8,4,4,12
MIN,2009,MIN,2009020790,DET,HOME,all,4,8,4,12
DAL,2009,DAL,2009020791,CGY,HOME,all,3,7,4,10
CGY,2009,CGY,2009020791,DAL,AWAY,all,7,3,4,10
VAN,2009,VAN,2009020792,STL,HOME,all,4,7,3,11
STL,2009,STL,2009020792,VAN,AWAY,all,7,4,3,11
PHI,2009,PHI,2009020793,ATL,HOME,all,6,5,1,11
ATL,2009,ATL,2009020793,PHI,AWAY,all,5,6,1,11
PIT,2009,PIT,2009020794,OTT,HOME,all,3,3,0,6
OTT,2009,OTT,2009020794,PIT,AWAY,all,3,3,0,6
CAR,2009,CAR,2009020795,NYI,HOME,all,2,3,1,5
NYI,2009,NYI,2009020795,CAR,AWAY,all,3,2,1,5
CBJ,2009,CBJ,2009020796,L.A,HOME,all,3,3,0,6
L.A,2009,L.A,2009020796,CBJ,AWAY,all,3,3,0,6
MIN,2009,MIN,2009020797,COL,AWAY,all,2,5,3,7
COL,2009,COL,2009020797,MIN,HOME,all,5,2,3,7
ARI,2009,ARI,2009020798,CGY,HOME,all,4,6,2,10
CGY,2009,CGY,2009020798,ARI,AWAY,all,6,4,2,10
EDM,2009,EDM,2009020799,STL,HOME,all,2,3,1,5
STL,2009,STL,2009020799,EDM,AWAY,all,3,2,1,5
CHI,2009,CHI,2009020800,S.J,AWAY,all,3,2,1,5
S.J,2009,S.J,2009020800,CHI,HOME,all,2,3,1,5
TOR,2009,TOR,2009020801,N.J,AWAY,all,2,2,0,4
N.J,2009,N.J,2009020801,TOR,HOME,all,2,2,0,4
WSH,2009,WSH,2009020802,FLA,HOME,all,6,4,2,10
FLA,2009,FLA,2009020802,WSH,AWAY,all,4,6,2,10
BUF,2009,BUF,2009020803,BOS,HOME,all,1,4,3,5
BOS,2009,BOS,2009020803,BUF,AWAY,all,4,1,3,5
T.B,2009,T.B,2009020804,ANA,HOME,all,8,7,1,15
ANA,2009,ANA,2009020804,T.B,AWAY,all,7,8,1,15
NSH,2009,NSH,2009020805,DET,AWAY,all,4,4,0,8
DET,2009,DET,2009020805,NSH,HOME,all,4,4,0,8
DAL,2009,DAL,2009020806,COL,HOME,all,1,2,1,3
COL,2009,COL,2009020806,DAL,AWAY,all,2,1,1,3
MTL,2009,MTL,2009020807,OTT,AWAY,all,4,4,0,8
OTT,2009,OTT,2009020807,MTL,HOME,all,4,4,0,8
L.A,2009,L.A,2009020808,BOS,AWAY,all,8,6,2,14
BOS,2009,BOS,2009020808,L.A,HOME,all,6,8,2,14
TOR,2009,TOR,2009020809,VAN,HOME,all,7,6,1,13
VAN,2009,VAN,2009020809,TOR,AWAY,all,6,7,1,13
PHI,2009,PHI,2009020810,NYI,HOME,all,6,7,1,13
NYI,2009,NYI,2009020810,PHI,AWAY,all,7,6,1,13
CAR,2009,CAR,2009020811,CHI,HOME,all,3,2,1,5
CHI,2009,CHI,2009020811,CAR,AWAY,all,2,3,1,5
STL,2009,STL,2009020812,CBJ,HOME,all,6,6,0,12
CBJ,2009,CBJ,2009020812,STL,AWAY,all,6,6,0,12
ATL,2009,ATL,2009020813,NSH,AWAY,all,5,5,0,10
NSH,2009,NSH,2009020813,ATL,HOME,all,5,5,0,10
NYR,2009,NYR,2009020814,ARI,AWAY,all,7,3,4,10
ARI,2009,ARI,2009020814,NYR,HOME,all,3,7,4,10
CGY,2009,CGY,2009020815,EDM,HOME,all,6,5,1,11
EDM,2009,EDM,2009020815,CGY,AWAY,all,5,6,1,11
S.J,2009,S.J,2009020816,MIN,HOME,all,5,7,2,12
MIN,2009,MIN,2009020816,S.J,AWAY,all,7,5,2,12
DET,2009,DET,2009020817,PIT,AWAY,all,3,5,2,8
PIT,2009,PIT,2009020817,DET,HOME,all,5,3,2,8
WSH,2009,WSH,2009020818,T.B,HOME,all,2,3,1,5
T.B,2009,T.B,2009020818,WSH,AWAY,all,3,2,1,5
L.A,2009,L.A,2009020819,N.J,AWAY,all,3,4,1,7
N.J,2009,N.J,2009020819,L.A,HOME,all,4,3,1,7
NYI,2009,NYI,2009020820,FLA,AWAY,all,5,6,1,11
FLA,2009,FLA,2009020820,NYI,HOME,all,6,5,1,11
ARI,2009,ARI,2009020821,DAL,AWAY,all,2,1,1,3
DAL,2009,DAL,2009020821,ARI,HOME,all,1,2,1,3
NYR,2009,NYR,2009020822,COL,AWAY,all,7,7,0,14
COL,2009,COL,2009020822,NYR,HOME,all,7,7,0,14
PIT,2009,PIT,2009020823,BUF,HOME,all,7,4,3,11
BUF,2009,BUF,2009020823,PIT,AWAY,all,4,7,3,11
FLA,2009,FLA,2009020824,ANA,HOME,all,3,4,1,7
ANA,2009,ANA,2009020824,FLA,AWAY,all,4,3,1,7
PHI,2009,PHI,2009020825,CGY,AWAY,all,2,4,2,6
CGY,2009,CGY,2009020825,PHI,HOME,all,4,2,2,6
CAR,2009,CAR,2009020826,EDM,AWAY,all,5,4,1,9
EDM,2009,EDM,2009020826,CAR,HOME,all,4,5,1,9
WSH,2009,WSH,2009020827,BOS,AWAY,all,6,4,2,10
BOS,2009,BOS,2009020827,WSH,HOME,all,4,6,2,10
TOR,2009,TOR,2009020828,N.J,HOME,all,4,6,2,10
N.J,2009,N.J,2009020828,TOR,AWAY,all,6,4,2,10
T.B,2009,T.B,2009020829,ATL,AWAY,all,3,3,0,6
ATL,2009,ATL,2009020829,T.B,HOME,all,3,3,0,6
MTL,2009,MTL,2009020830,VAN,HOME,all,6,5,1,11
VAN,2009,VAN,2009020830,MTL,AWAY,all,5,6,1,11
ARI,2009,ARI,2009020831,NSH,AWAY,all,1,1,0,2
NSH,2009,NSH,2009020831,ARI,HOME,all,1,1,0,2
DAL,2009,DAL,2009020832,MIN,HOME,all,6,5,1,11
MIN,2009,MIN,2009020832,DAL,AWAY,all,5,6,1,11
COL,2009,COL,2009020833,CBJ,HOME,all,5,3,2,8
CBJ,2009,CBJ,2009020833,COL,AWAY,all,3,5,2,8
NYR,2009,NYR,2009020834,L.A,AWAY,all,5,5,0,10
L.A,2009,L.A,2009020834,NYR,HOME,all,5,5,0,10
DET,2009,DET,2009020835,S.J,AWAY,all,3,6,3,9
S.J,2009,S.J,2009020835,DET,HOME,all,6,3,3,9
BUF,2009,BUF,2009020836,OTT,HOME,all,5,5,0,10
OTT,2009,OTT,2009020836,BUF,AWAY,all,5,5,0,10
CHI,2009,CHI,2009020837,STL,HOME,all,3,2,1,5
STL,2009,STL,2009020837,CHI,AWAY,all,2,3,1,5
CAR,2009,CAR,2009020838,CGY,AWAY,all,5,9,4,14
CGY,2009,CGY,2009020838,CAR,HOME,all,9,5,4,14
EDM,2009,EDM,2009020839,PHI,HOME,all,5,5,0,10
PHI,2009,PHI,2009020839,EDM,AWAY,all,5,5,0,10
DET,2009,DET,2009020840,ANA,AWAY,all,3,4,1,7
ANA,2009,ANA,2009020840,DET,HOME,all,4,3,1,7
BOS,2009,BOS,2009020841,MTL,HOME,all,2,6,4,8
MTL,2009,MTL,2009020841,BOS,AWAY,all,6,2,4,8
WSH,2009,WSH,2009020842,NYR,AWAY,all,6,9,3,15
NYR,2009,NYR,2009020842,WSH,HOME,all,9,6,3,15
DAL,2009,DAL,2009020843,CBJ,AWAY,all,0,3,3,3
CBJ,2009,CBJ,2009020843,DAL,HOME,all,3,0,3,3
VAN,2009,VAN,2009020844,OTT,AWAY,all,5,5,0,10
OTT,2009,OTT,2009020844,VAN,HOME,all,5,5,0,10
NYI,2009,NYI,2009020845,T.B,AWAY,all,3,4,1,7
T.B,2009,T.B,2009020845,NYI,HOME,all,4,3,1,7
STL,2009,STL,2009020846,S.J,HOME,all,4,4,0,8
S.J,2009,S.J,2009020846,STL,AWAY,all,4,4,0,8
COL,2009,COL,2009020847,NSH,AWAY,all,6,4,2,10
NSH,2009,NSH,2009020847,COL,HOME,all,4,6,2,10
EDM,2009,EDM,2009020848,MIN,AWAY,all,3,4,1,7
MIN,2009,MIN,2009020848,EDM,HOME,all,4,3,1,7
L.A,2009,L.A,2009020849,ANA,HOME,all,2,3,1,5
ANA,2009,ANA,2009020849,L.A,AWAY,all,3,2,1,5
TOR,2009,TOR,2009020850,N.J,AWAY,all,3,4,1,7
N.J,2009,N.J,2009020850,TOR,HOME,all,4,3,1,7
WSH,2009,WSH,2009020851,ATL,HOME,all,5,7,2,12
ATL,2009,ATL,2009020851,WSH,AWAY,all,7,5,2,12
BUF,2009,BUF,2009020852,CAR,HOME,all,6,4,2,10
CAR,2009,CAR,2009020852,BUF,AWAY,all,4,6,2,10
FLA,2009,FLA,2009020853,CGY,HOME,all,4,5,1,9
CGY,2009,CGY,2009020853,FLA,AWAY,all,5,4,1,9
CHI,2009,CHI,2009020854,ARI,HOME,all,3,4,1,7
ARI,2009,ARI,2009020854,CHI,AWAY,all,4,3,1,7
BOS,2009,BOS,2009020855,VAN,HOME,all,6,7,1,13
VAN,2009,VAN,2009020855,BOS,AWAY,all,7,6,1,13
MTL,2009,MTL,2009020856,PIT,HOME,all,4,8,4,12
PIT,2009,PIT,2009020856,MTL,AWAY,all,8,4,4,12
DET,2009,DET,2009020857,L.A,AWAY,all,3,4,1,7
L.A,2009,L.A,2009020857,DET,HOME,all,4,3,1,7
ARI,2009,ARI,2009020858,DAL,AWAY,all,4,7,3,11
DAL,2009,DAL,2009020858,ARI,HOME,all,7,4,3,11
OTT,2009,OTT,2009020859,TOR,AWAY,all,7,5,2,12
TOR,2009,TOR,2009020859,OTT,HOME,all,5,7,2,12
CAR,2009,CAR,2009020860,NYI,AWAY,all,5,4,1,9
NYI,2009,NYI,2009020860,CAR,HOME,all,4,5,1,9
N.J,2009,N.J,2009020861,NYR,AWAY,all,7,9,2,16
NYR,2009,NYR,2009020861,N.J,HOME,all,9,7,2,16
FLA,2009,FLA,2009020862,ATL,AWAY,all,7,10,3,17
ATL,2009,ATL,2009020862,FLA,HOME,all,10,7,3,17
CGY,2009,CGY,2009020863,T.B,AWAY,all,9,7,2,16
T.B,2009,T.B,2009020863,CGY,HOME,all,7,9,2,16
BUF,2009,BUF,2009020864,CBJ,AWAY,all,7,7,0,14
CBJ,2009,CBJ,2009020864,BUF,HOME,all,7,7,0,14
CHI,2009,CHI,2009020865,STL,AWAY,all,10,8,2,18
STL,2009,STL,2009020865,CHI,HOME,all,8,10,2,18
NSH,2009,NSH,2009020866,S.J,HOME,all,7,6,1,13
S.J,2009,S.J,2009020866,NSH,AWAY,all,6,7,1,13
MIN,2009,MIN,2009020867,PHI,HOME,all,5,5,0,10
PHI,2009,PHI,2009020867,MIN,AWAY,all,5,5,0,10
COL,2009,COL,2009020868,EDM,HOME,all,3,2,1,5
EDM,2009,EDM,2009020868,COL,AWAY,all,2,3,1,5
BOS,2009,BOS,2009020869,MTL,AWAY,all,3,2,1,5
MTL,2009,MTL,2009020869,BOS,HOME,all,2,3,1,5
PIT,2009,PIT,2009020870,WSH,AWAY,all,7,8,1,15
WSH,2009,WSH,2009020870,PIT,HOME,all,8,7,1,15
S.J,2009,S.J,2009020871,TOR,AWAY,all,5,4,1,9
TOR,2009,TOR,2009020871,S.J,HOME,all,4,5,1,9
N.J,2009,N.J,2009020872,PHI,AWAY,all,5,7,2,12
PHI,2009,PHI,2009020872,N.J,HOME,all,7,5,2,12
STL,2009,STL,2009020873,COL,AWAY,all,7,4,3,11
COL,2009,COL,2009020873,STL,HOME,all,4,7,3,11
ARI,2009,ARI,2009020874,EDM,HOME,all,6,4,2,10
EDM,2009,EDM,2009020874,ARI,AWAY,all,4,6,2,10
L.A,2009,L.A,2009020875,ANA,AWAY,all,4,5,1,9
ANA,2009,ANA,2009020875,L.A,HOME,all,5,4,1,9
BOS,2009,BOS,2009020876,BUF,AWAY,all,5,4,1,9
BUF,2009,BUF,2009020876,BOS,HOME,all,4,5,1,9
NSH,2009,NSH,2009020877,NYI,AWAY,all,7,5,2,12
NYI,2009,NYI,2009020877,NSH,HOME,all,5,7,2,12
FLA,2009,FLA,2009020878,CAR,AWAY,all,6,6,0,12
CAR,2009,CAR,2009020878,FLA,HOME,all,6,6,0,12
OTT,2009,OTT,2009020879,CGY,HOME,all,4,6,2,10
CGY,2009,CGY,2009020879,OTT,AWAY,all,6,4,2,10
T.B,2009,T.B,2009020880,VAN,HOME,all,6,6,0,12
VAN,2009,VAN,2009020880,T.B,AWAY,all,6,6,0,12
DET,2009,DET,2009020881,STL,AWAY,all,6,5,1,11
STL,2009,STL,2009020881,DET,HOME,all,5,6,1,11
DAL,2009,DAL,2009020882,CHI,AWAY,all,3,5,2,8
CHI,2009,CHI,2009020882,DAL,HOME,all,5,3,2,8
N.J,2009,N.J,2009020883,PHI,HOME,all,4,3,1,7
PHI,2009,PHI,2009020883,N.J,AWAY,all,3,4,1,7
NYR,2009,NYR,2009020884,NSH,HOME,all,5,6,1,11
NSH,2009,NSH,2009020884,NYR,AWAY,all,6,5,1,11
S.J,2009,S.J,2009020885,CBJ,AWAY,all,3,3,0,6
CBJ,2009,CBJ,2009020885,S.J,HOME,all,3,3,0,6
MTL,2009,MTL,2009020886,WSH,HOME,all,7,4,3,11
WSH,2009,WSH,2009020886,MTL,AWAY,all,4,7,3,11
NYI,2009,NYI,2009020887,PIT,AWAY,all,6,7,1,13
PIT,2009,PIT,2009020887,NYI,HOME,all,7,6,1,13
ARI,2009,ARI,2009020888,MIN,AWAY,all,2,2,0,4
MIN,2009,MIN,2009020888,ARI,HOME,all,2,2,0,4
COL,2009,COL,2009020889,ATL,HOME,all,5,5,0,10
ATL,2009,ATL,2009020889,COL,AWAY,all,5,5,0,10
ANA,2009,ANA,2009020890,EDM,HOME,all,5,7,2,12
EDM,2009,EDM,2009020890,ANA,AWAY,all,7,5,2,12
OTT,2009,OTT,2009020891,WSH,HOME,all,2,2,0,4
WSH,2009,WSH,2009020891,OTT,AWAY,all,2,2,0,4
CAR,2009,CAR,2009020892,BUF,HOME,all,3,5,2,8
BUF,2009,BUF,2009020892,CAR,AWAY,all,5,3,2,8
T.B,2009,T.B,2009020893,BOS,HOME,all,7,9,2,16
BOS,2009,BOS,2009020893,T.B,AWAY,all,9,7,2,16
VAN,2009,VAN,2009020894,FLA,AWAY,all,8,5,3,13
FLA,2009,FLA,2009020894,VAN,HOME,all,5,8,3,13
DET,2009,DET,2009020895,S.J,HOME,all,4,8,4,12
S.J,2009,S.J,2009020895,DET,AWAY,all,8,4,4,12
CGY,2009,CGY,2009020896,DAL,HOME,all,3,4,1,7
DAL,2009,DAL,2009020896,CGY,AWAY,all,4,3,1,7
L.A,2009,L.A,2009020897,EDM,HOME,all,5,7,2,12
EDM,2009,EDM,2009020897,L.A,AWAY,all,7,5,2,12
N.J,2009,N.J,2009020898,NSH,HOME,all,4,5,1,9
NSH,2009,NSH,2009020898,N.J,AWAY,all,5,4,1,9
MTL,2009,MTL,2009020899,PHI,AWAY,all,8,5,3,13
PHI,2009,PHI,2009020899,MTL,HOME,all,5,8,3,13
CBJ,2009,CBJ,2009020900,VAN,HOME,all,3,2,1,5
VAN,2009,VAN,2009020900,CBJ,AWAY,all,2,3,1,5
PIT,2009,PIT,2009020901,NYR,HOME,all,4,3,1,7
NYR,2009,NYR,2009020901,PIT,AWAY,all,3,4,1,7
STL,2009,STL,2009020902,TOR,HOME,all,11,6,5,17
TOR,2009,TOR,2009020902,STL,AWAY,all,6,11,5,17
ATL,2009,ATL,2009020903,MIN,AWAY,all,3,8,5,11
MIN,2009,MIN,2009020903,ATL,HOME,all,8,3,5,11
ARI,2009,ARI,2009020904,COL,AWAY,all,8,6,2,14
COL,2009,COL,2009020904,ARI,HOME,all,6,8,2,14
T.B,2009,T.B,2009020905,NYI,AWAY,all,5,6,1,11
NYI,2009,NYI,2009020905,T.B,HOME,all,6,5,1,11
BUF,2009,BUF,2009020906,S.J,HOME,all,5,3,2,8
S.J,2009,S.J,2009020906,BUF,AWAY,all,3,5,2,8
PHI,2009,PHI,2009020907,MTL,AWAY,all,8,6,2,14
MTL,2009,MTL,2009020907,PHI,HOME,all,6,8,2,14
N.J,2009,N.J,2009020908,CAR,AWAY,all,6,5,1,11
CAR,2009,CAR,2009020908,N.J,HOME,all,5,6,1,11
BOS,2009,BOS,2009020909,FLA,AWAY,all,5,3,2,8
FLA,2009,FLA,2009020909,BOS,HOME,all,3,5,2,8
OTT,2009,OTT,2009020910,DET,AWAY,all,4,2,2,6
DET,2009,DET,2009020910,OTT,HOME,all,2,4,2,6
STL,2009,STL,2009020911,WSH,HOME,all,8,9,1,17
WSH,2009,WSH,2009020911,STL,AWAY,all,9,8,1,17
ARI,2009,ARI,2009020912,DAL,HOME,all,6,7,1,13
DAL,2009,DAL,2009020912,ARI,AWAY,all,7,6,1,13
ATL,2009,ATL,2009020913,CHI,AWAY,all,7,6,1,13
CHI,2009,CHI,2009020913,ATL,HOME,all,6,7,1,13
CGY,2009,CGY,2009020914,ANA,HOME,all,4,4,0,8
ANA,2009,ANA,2009020914,CGY,AWAY,all,4,4,0,8
L.A,2009,L.A,2009020915,COL,HOME,all,5,6,1,11
COL,2009,COL,2009020915,L.A,AWAY,all,6,5,1,11
NYR,2009,NYR,2009020916,T.B,HOME,all,7,8,1,15
T.B,2009,T.B,2009020916,NYR,AWAY,all,8,7,1,15
NSH,2009,NSH,2009020917,PIT,AWAY,all,5,8,3,13
PIT,2009,PIT,2009020917,NSH,HOME,all,8,5,3,13
MIN,2009,MIN,2009020918,VAN,HOME,all,4,10,6,14
VAN,2009,VAN,2009020918,MIN,AWAY,all,10,4,6,14
NYI,2009,NYI,2009020919,OTT,HOME,all,2,5,3,7
OTT,2009,OTT,2009020919,NYI,AWAY,all,5,2,3,7
CHI,2009,CHI,2009020920,CBJ,AWAY,all,7,6,1,13
CBJ,2009,CBJ,2009020920,CHI,HOME,all,6,7,1,13
ANA,2009,ANA,2009020921,EDM,AWAY,all,8,12,4,20
EDM,2009,EDM,2009020921,ANA,HOME,all,12,8,4,20
DET,2009,DET,2009020922,COL,AWAY,all,3,5,2,8
COL,2009,COL,2009020922,DET,HOME,all,5,3,2,8
MTL,2009,MTL,2009020923,BOS,AWAY,all,4,2,2,6
BOS,2009,BOS,2009020923,MTL,HOME,all,2,4,2,6
TOR,2009,TOR,2009020924,CAR,HOME,all,1,3,2,4
CAR,2009,CAR,2009020924,TOR,AWAY,all,3,1,2,4
CHI,2009,CHI,2009020925,NYI,AWAY,all,0,3,3,3
NYI,2009,NYI,2009020925,CHI,HOME,all,3,0,3,3
